rows	columns	distances
25x_ACC_DA10001	30x_PHU_DA10029	0.482582
25x_ACC_DA10016	30x_PHU_DA10029	0.543389
25x_ACC_DA10029	30x_PHU_DA10029	0.219544
25x_ACC_DA10040	30x_PHU_DA10029	0.45098
25x_K_DA10001	30x_PHU_DA10029	0.50271
25x_K_DA10016	30x_PHU_DA10029	0.542975
25x_K_DA10029	30x_PHU_DA10029	0.25404
25x_K_DA10040	30x_PHU_DA10029	0.461678
25x_PHU_DA10001	30x_PHU_DA10029	0.48368
25x_PHU_DA10016	30x_PHU_DA10029	0.533441
25x_PHU_DA10029	30x_PHU_DA10029	0.169062
25x_PHU_DA10040	30x_PHU_DA10029	0.444649
25x_PL_DA10001	30x_PHU_DA10029	0.486053
25x_PL_DA10016	30x_PHU_DA10029	0.537725
25x_PL_DA10029	30x_PHU_DA10029	0.194138
25x_PL_DA10040	30x_PHU_DA10029	0.46017
25x_Q5_DA10001	30x_PHU_DA10029	0.504363
25x_Q5_DA10016	30x_PHU_DA10029	0.525582
25x_Q5_DA10029	30x_PHU_DA10029	0.178637
25x_Q5_DA10040	30x_PHU_DA10029	0.447932
30x_ACC_DA10001	30x_PHU_DA10029	0.50391
30x_ACC_DA10016	30x_PHU_DA10029	0.531865
30x_ACC_DA10029	30x_PHU_DA10029	0.247324
30x_ACC_DA10040	30x_PHU_DA10029	0.460583
30x_K_DA10001	30x_PHU_DA10029	0.497248
30x_K_DA10016	30x_PHU_DA10029	0.541282
30x_K_DA10029	30x_PHU_DA10029	0.223542
30x_K_DA10040	30x_PHU_DA10029	0.453045
30x_PHU_DA10001	30x_PHU_DA10029	0.516301
30x_PHU_DA10016	30x_PHU_DA10029	0.572031
20x_ACC_DA10040	30x_PHU_DA10040	0.317569
20x_K_DA10001	30x_PHU_DA10040	0.527964
20x_K_DA10040	30x_PHU_DA10040	0.286553
20x_PHU_DA10001	30x_PHU_DA10040	0.516112
20x_PHU_DA10016	30x_PHU_DA10040	0.697718
20x_PHU_DA10029	30x_PHU_DA10040	0.491392
20x_PHU_DA10040	30x_PHU_DA10040	0.340432
20x_PL_DA10001	30x_PHU_DA10040	0.524655
20x_PL_DA10016	30x_PHU_DA10040	0.705382
20x_PL_DA10029	30x_PHU_DA10040	0.487328
20x_PL_DA10040	30x_PHU_DA10040	0.332634
20x_Q5_DA10001	30x_PHU_DA10040	0.509616
20x_Q5_DA10016	30x_PHU_DA10040	0.699425
20x_Q5_DA10029	30x_PHU_DA10040	0.47879
20x_Q5_DA10040	30x_PHU_DA10040	0.322935
25x_ACC_DA10001	30x_PHU_DA10040	0.501772
25x_ACC_DA10016	30x_PHU_DA10040	0.707253
25x_ACC_DA10029	30x_PHU_DA10040	0.449092
25x_ACC_DA10040	30x_PHU_DA10040	0.28916
25x_K_DA10001	30x_PHU_DA10040	0.515598
25x_K_DA10016	30x_PHU_DA10040	0.696436
25x_K_DA10029	30x_PHU_DA10040	0.472482
25x_K_DA10040	30x_PHU_DA10040	0.256614
25x_PHU_DA10001	30x_PHU_DA10040	0.498443
25x_PHU_DA10016	30x_PHU_DA10040	0.697677
25x_PHU_DA10029	30x_PHU_DA10040	0.485438
25x_PHU_DA10040	30x_PHU_DA10040	0.297596
25x_PL_DA10001	30x_PHU_DA10040	0.477295
25x_PL_DA10016	30x_PHU_DA10040	0.706093
25x_PL_DA10029	30x_PHU_DA10040	0.495927
25x_PL_DA10040	30x_PHU_DA10040	0.297639
25x_Q5_DA10001	30x_PHU_DA10040	0.456212
25x_Q5_DA10016	30x_PHU_DA10040	0.672803
25x_Q5_DA10029	30x_PHU_DA10040	0.444433
25x_Q5_DA10040	30x_PHU_DA10040	0.243886
30x_ACC_DA10001	30x_PHU_DA10040	0.464976
30x_ACC_DA10016	30x_PHU_DA10040	0.690757
30x_ACC_DA10029	30x_PHU_DA10040	0.468286
30x_ACC_DA10040	30x_PHU_DA10040	0.225514
30x_K_DA10001	30x_PHU_DA10040	0.499304
30x_K_DA10016	30x_PHU_DA10040	0.71023
30x_K_DA10029	30x_PHU_DA10040	0.466509
30x_K_DA10040	30x_PHU_DA10040	0.266473
30x_PHU_DA10001	30x_PHU_DA10040	0.484209
30x_PHU_DA10016	30x_PHU_DA10040	0.681735
30x_PHU_DA10029	30x_PHU_DA10040	0.47516
20x_ACC_DA10040	30x_PL_DA10001	0.445591
20x_K_DA10001	30x_PL_DA10001	0.340691
20x_K_DA10040	30x_PL_DA10001	0.430264
20x_PHU_DA10001	30x_PL_DA10001	0.319703
20x_PHU_DA10016	30x_PL_DA10001	0.653432
20x_PHU_DA10029	30x_PL_DA10001	0.515113
20x_PHU_DA10040	30x_PL_DA10001	0.451026
20x_PL_DA10001	30x_PL_DA10001	0.337569
20x_PL_DA10016	30x_PL_DA10001	0.64897
20x_PL_DA10029	30x_PL_DA10001	0.521511
20x_PL_DA10040	30x_PL_DA10001	0.442178
20x_Q5_DA10001	30x_PL_DA10001	0.316857
20x_Q5_DA10016	30x_PL_DA10001	0.636487
20x_Q5_DA10029	30x_PL_DA10001	0.520216
20x_Q5_DA10040	30x_PL_DA10001	0.444991
25x_ACC_DA10001	30x_PL_DA10001	0.330062
25x_ACC_DA10016	30x_PL_DA10001	0.641207
25x_ACC_DA10029	30x_PL_DA10001	0.54086
25x_ACC_DA10040	30x_PL_DA10001	0.432026
25x_K_DA10001	30x_PL_DA10001	0.33851
25x_K_DA10016	30x_PL_DA10001	0.641001
25x_K_DA10029	30x_PL_DA10001	0.55904
25x_K_DA10040	30x_PL_DA10001	0.437657
25x_PHU_DA10001	30x_PL_DA10001	0.294767
25x_PHU_DA10016	30x_PL_DA10001	0.633118
25x_PHU_DA10029	30x_PL_DA10001	0.523618
25x_PHU_DA10040	30x_PL_DA10001	0.432176
25x_PL_DA10001	30x_PL_DA10001	0.282807
25x_PL_DA10016	30x_PL_DA10001	0.635823
25x_PL_DA10029	30x_PL_DA10001	0.512883
25x_PL_DA10040	30x_PL_DA10001	0.426617
25x_Q5_DA10001	30x_PL_DA10001	0.250996
25x_Q5_DA10016	30x_PL_DA10001	0.61238
25x_Q5_DA10029	30x_PL_DA10001	0.514154
25x_Q5_DA10040	30x_PL_DA10001	0.431804
30x_ACC_DA10001	30x_PL_DA10001	0.246352
30x_ACC_DA10016	30x_PL_DA10001	0.624816
30x_ACC_DA10029	30x_PL_DA10001	0.522426
30x_ACC_DA10040	30x_PL_DA10001	0.437062
30x_K_DA10001	30x_PL_DA10001	0.298641
30x_K_DA10016	30x_PL_DA10001	0.634125
30x_K_DA10029	30x_PL_DA10001	0.545599
30x_K_DA10040	30x_PL_DA10001	0.440334
30x_PHU_DA10001	30x_PL_DA10001	0.190229
30x_PHU_DA10016	30x_PL_DA10001	0.630468
30x_PHU_DA10029	30x_PL_DA10001	0.512902
30x_PHU_DA10040	30x_PL_DA10001	0.461987
20x_ACC_DA10040	30x_PL_DA10016	0.713273
20x_K_DA10001	30x_PL_DA10016	0.678965
20x_K_DA10040	30x_PL_DA10016	0.708617
20x_PHU_DA10001	30x_PL_DA10016	0.691374
20x_PHU_DA10016	30x_PL_DA10016	0.28416
20x_PHU_DA10029	30x_PL_DA10016	0.587145
20x_PHU_DA10040	30x_PL_DA10016	0.719997
20x_PL_DA10001	30x_PL_DA10016	0.700259
20x_PL_DA10016	30x_PL_DA10016	0.2905
20x_PL_DA10029	30x_PL_DA10016	0.599234
20x_PL_DA10040	30x_PL_DA10016	0.717229
20x_Q5_DA10001	30x_PL_DA10016	0.695487
20x_Q5_DA10016	30x_PL_DA10016	0.267037
20x_Q5_DA10029	30x_PL_DA10016	0.589099
20x_Q5_DA10040	30x_PL_DA10016	0.715608
25x_ACC_DA10001	30x_PL_DA10016	0.677056
25x_ACC_DA10016	30x_PL_DA10016	0.278712
25x_ACC_DA10029	30x_PL_DA10016	0.560305
25x_ACC_DA10040	30x_PL_DA10016	0.704759
25x_K_DA10001	30x_PL_DA10016	0.685826
25x_K_DA10016	30x_PL_DA10016	0.290017
25x_K_DA10029	30x_PL_DA10016	0.603924
25x_K_DA10040	30x_PL_DA10016	0.703102
25x_PHU_DA10001	30x_PL_DA10016	0.665427
25x_PHU_DA10016	30x_PL_DA10016	0.255091
25x_PHU_DA10029	30x_PL_DA10016	0.570162
25x_PHU_DA10040	30x_PL_DA10016	0.701577
25x_PL_DA10001	30x_PL_DA10016	0.667083
25x_PL_DA10016	30x_PL_DA10016	0.265379
25x_PL_DA10029	30x_PL_DA10016	0.582118
25x_PL_DA10040	30x_PL_DA10016	0.704625
25x_Q5_DA10001	30x_PL_DA10016	0.664446
25x_Q5_DA10016	30x_PL_DA10016	0.193727
25x_Q5_DA10029	30x_PL_DA10016	0.57381
25x_Q5_DA10040	30x_PL_DA10016	0.697923
30x_ACC_DA10001	30x_PL_DA10016	0.658799
30x_ACC_DA10016	30x_PL_DA10016	0.218575
30x_ACC_DA10029	30x_PL_DA10016	0.599584
30x_ACC_DA10040	30x_PL_DA10016	0.69738
30x_K_DA10001	30x_PL_DA10016	0.669854
30x_K_DA10016	30x_PL_DA10016	0.256286
30x_K_DA10029	30x_PL_DA10016	0.576434
30x_K_DA10040	30x_PL_DA10016	0.693524
30x_PHU_DA10001	30x_PL_DA10016	0.606776
30x_PHU_DA10016	30x_PL_DA10016	0.148742
30x_PHU_DA10029	30x_PL_DA10016	0.556181
30x_PHU_DA10040	30x_PL_DA10016	0.687928
30x_PL_DA10001	30x_PL_DA10016	0.619465
20x_ACC_DA10040	30x_PL_DA10029	0.458582
20x_K_DA10001	30x_PL_DA10029	0.526115
20x_K_DA10040	30x_PL_DA10029	0.433798
20x_PHU_DA10001	30x_PL_DA10029	0.537509
20x_PHU_DA10016	30x_PL_DA10029	0.545454
20x_PHU_DA10029	30x_PL_DA10029	0.250963
20x_PHU_DA10040	30x_PL_DA10029	0.482679
20x_PL_DA10001	30x_PL_DA10029	0.536037
20x_PL_DA10016	30x_PL_DA10029	0.557571
20x_PL_DA10029	30x_PL_DA10029	0.230873
20x_PL_DA10040	30x_PL_DA10029	0.482537
20x_Q5_DA10001	30x_PL_DA10029	0.53912
20x_Q5_DA10016	30x_PL_DA10029	0.547308
20x_Q5_DA10029	30x_PL_DA10029	0.219623
20x_Q5_DA10040	30x_PL_DA10029	0.477029
25x_ACC_DA10001	30x_PL_DA10029	0.509865
25x_ACC_DA10016	30x_PL_DA10029	0.57826
25x_ACC_DA10029	30x_PL_DA10029	0.207646
25x_ACC_DA10040	30x_PL_DA10029	0.449835
25x_K_DA10001	30x_PL_DA10029	0.530398
25x_K_DA10016	30x_PL_DA10029	0.580851
25x_K_DA10029	30x_PL_DA10029	0.239101
25x_K_DA10040	30x_PL_DA10029	0.431845
25x_PHU_DA10001	30x_PL_DA10029	0.524243
25x_PHU_DA10016	30x_PL_DA10029	0.56777
25x_PHU_DA10029	30x_PL_DA10029	0.216252
25x_PHU_DA10040	30x_PL_DA10029	0.472923
25x_PL_DA10001	30x_PL_DA10029	0.517612
25x_PL_DA10016	30x_PL_DA10029	0.574852
25x_PL_DA10029	30x_PL_DA10029	0.244164
25x_PL_DA10040	30x_PL_DA10029	0.484978
25x_Q5_DA10001	30x_PL_DA10029	0.517504
25x_Q5_DA10016	30x_PL_DA10029	0.555454
25x_Q5_DA10029	30x_PL_DA10029	0.188619
25x_Q5_DA10040	30x_PL_DA10029	0.466075
30x_ACC_DA10001	30x_PL_DA10029	0.512466
30x_ACC_DA10016	30x_PL_DA10029	0.56786
30x_ACC_DA10029	30x_PL_DA10029	0.285741
30x_ACC_DA10040	30x_PL_DA10029	0.432942
30x_K_DA10001	30x_PL_DA10029	0.526622
30x_K_DA10016	30x_PL_DA10029	0.577755
30x_K_DA10029	30x_PL_DA10029	0.213954
30x_K_DA10040	30x_PL_DA10029	0.431993
30x_PHU_DA10001	30x_PL_DA10029	0.546526
30x_PHU_DA10016	30x_PL_DA10029	0.595812
30x_PHU_DA10029	30x_PL_DA10029	0.186092
30x_PHU_DA10040	30x_PL_DA10029	0.437224
30x_PL_DA10001	30x_PL_DA10029	0.540804
30x_PL_DA10016	30x_PL_DA10029	0.579752
20x_ACC_DA10040	30x_PL_DA10040	0.301717
20x_K_DA10001	30x_PL_DA10040	0.5289
20x_K_DA10040	30x_PL_DA10040	0.272089
20x_PHU_DA10001	30x_PL_DA10040	0.512949
20x_PHU_DA10016	30x_PL_DA10040	0.705503
20x_PHU_DA10029	30x_PL_DA10040	0.489893
20x_PHU_DA10040	30x_PL_DA10040	0.324269
20x_PL_DA10001	30x_PL_DA10040	0.525064
20x_PL_DA10016	30x_PL_DA10040	0.711276
20x_PL_DA10029	30x_PL_DA10040	0.48641
20x_PL_DA10040	30x_PL_DA10040	0.319162
20x_Q5_DA10001	30x_PL_DA10040	0.508294
20x_Q5_DA10016	30x_PL_DA10040	0.70627
20x_Q5_DA10029	30x_PL_DA10040	0.475487
20x_Q5_DA10040	30x_PL_DA10040	0.309065
25x_ACC_DA10001	30x_PL_DA10040	0.501234
25x_ACC_DA10016	30x_PL_DA10040	0.713833
25x_ACC_DA10029	30x_PL_DA10040	0.443661
25x_ACC_DA10040	30x_PL_DA10040	0.275592
25x_K_DA10001	30x_PL_DA10040	0.517804
25x_K_DA10016	30x_PL_DA10040	0.704481
25x_K_DA10029	30x_PL_DA10040	0.469455
25x_K_DA10040	30x_PL_DA10040	0.24265
25x_PHU_DA10001	30x_PL_DA10040	0.497395
25x_PHU_DA10016	30x_PL_DA10040	0.705345
25x_PHU_DA10029	30x_PL_DA10040	0.478158
25x_PHU_DA10040	30x_PL_DA10040	0.28309
25x_PL_DA10001	30x_PL_DA10040	0.474555
25x_PL_DA10016	30x_PL_DA10040	0.71217
25x_PL_DA10029	30x_PL_DA10040	0.492525
25x_PL_DA10040	30x_PL_DA10040	0.281847
25x_Q5_DA10001	30x_PL_DA10040	0.456266
25x_Q5_DA10016	30x_PL_DA10040	0.691271
25x_Q5_DA10029	30x_PL_DA10040	0.441866
25x_Q5_DA10040	30x_PL_DA10040	0.239078
30x_ACC_DA10001	30x_PL_DA10040	0.468357
30x_ACC_DA10016	30x_PL_DA10040	0.702113
30x_ACC_DA10029	30x_PL_DA10040	0.461392
30x_ACC_DA10040	30x_PL_DA10040	0.221178
30x_K_DA10001	30x_PL_DA10040	0.500966
30x_K_DA10016	30x_PL_DA10040	0.71733
30x_K_DA10029	30x_PL_DA10040	0.464323
30x_K_DA10040	30x_PL_DA10040	0.255806
30x_PHU_DA10001	30x_PL_DA10040	0.492602
30x_PHU_DA10016	30x_PL_DA10040	0.707475
30x_PHU_DA10029	30x_PL_DA10040	0.475992
30x_PHU_DA10040	30x_PL_DA10040	0.19169
30x_PL_DA10001	30x_PL_DA10040	0.466052
30x_PL_DA10016	30x_PL_DA10040	0.703191
30x_PL_DA10029	30x_PL_DA10040	0.412355
20x_ACC_DA10040	30x_Q5_DA10001	0.420338
20x_K_DA10001	30x_Q5_DA10001	0.318664
20x_K_DA10040	30x_Q5_DA10001	0.40192
20x_PHU_DA10001	30x_Q5_DA10001	0.307775
20x_PHU_DA10016	30x_Q5_DA10001	0.655594
20x_PHU_DA10029	30x_Q5_DA10001	0.517105
20x_PHU_DA10040	30x_Q5_DA10001	0.44593
20x_PL_DA10001	30x_Q5_DA10001	0.320504
20x_PL_DA10016	30x_Q5_DA10001	0.650956
20x_PL_DA10029	30x_Q5_DA10001	0.517248
20x_PL_DA10040	30x_Q5_DA10001	0.438157
20x_Q5_DA10001	30x_Q5_DA10001	0.306097
20x_Q5_DA10016	30x_Q5_DA10001	0.640639
20x_Q5_DA10029	30x_Q5_DA10001	0.528379
20x_Q5_DA10040	30x_Q5_DA10001	0.441561
25x_ACC_DA10001	30x_Q5_DA10001	0.30095
25x_ACC_DA10016	30x_Q5_DA10001	0.644128
25x_ACC_DA10029	30x_Q5_DA10001	0.53567
25x_ACC_DA10040	30x_Q5_DA10001	0.408512
25x_K_DA10001	30x_Q5_DA10001	0.317835
25x_K_DA10016	30x_Q5_DA10001	0.645093
25x_K_DA10029	30x_Q5_DA10001	0.541291
25x_K_DA10040	30x_Q5_DA10001	0.419455
25x_PHU_DA10001	30x_Q5_DA10001	0.280056
25x_PHU_DA10016	30x_Q5_DA10001	0.63657300000000006
25x_PHU_DA10029	30x_Q5_DA10001	0.53752200000000006
25x_PHU_DA10040	30x_Q5_DA10001	0.427948
25x_PL_DA10001	30x_Q5_DA10001	0.262049
25x_PL_DA10016	30x_Q5_DA10001	0.642398
25x_PL_DA10029	30x_Q5_DA10001	0.520274
25x_PL_DA10040	30x_Q5_DA10001	0.417132
25x_Q5_DA10001	30x_Q5_DA10001	0.215778
25x_Q5_DA10016	30x_Q5_DA10001	0.623448
25x_Q5_DA10029	30x_Q5_DA10001	0.505684
25x_Q5_DA10040	30x_Q5_DA10001	0.427207
30x_ACC_DA10001	30x_Q5_DA10001	0.210564
30x_ACC_DA10016	30x_Q5_DA10001	0.630063
30x_ACC_DA10029	30x_Q5_DA10001	0.516882
30x_ACC_DA10040	30x_Q5_DA10001	0.41644
30x_K_DA10001	30x_Q5_DA10001	0.279938
30x_K_DA10016	30x_Q5_DA10001	0.640463
30x_K_DA10029	30x_Q5_DA10001	0.533576
30x_K_DA10040	30x_Q5_DA10001	0.41481
30x_PHU_DA10001	30x_Q5_DA10001	0.205015
30x_PHU_DA10016	30x_Q5_DA10001	0.649477
30x_PHU_DA10029	30x_Q5_DA10001	0.527326
30x_PHU_DA10040	30x_Q5_DA10001	0.45539
30x_PL_DA10001	30x_Q5_DA10001	0.186459
30x_PL_DA10016	30x_Q5_DA10001	0.638211
30x_PL_DA10029	30x_Q5_DA10001	0.541717
30x_PL_DA10040	30x_Q5_DA10001	0.458002
20x_ACC_DA10040	30x_Q5_DA10016	0.70478
20x_K_DA10001	30x_Q5_DA10016	0.660798
20x_K_DA10040	30x_Q5_DA10016	0.698756
20x_PHU_DA10001	30x_Q5_DA10016	0.675668
20x_PHU_DA10016	30x_Q5_DA10016	0.259939
20x_PHU_DA10029	30x_Q5_DA10016	0.552498
20x_PHU_DA10040	30x_Q5_DA10016	0.710573
20x_PL_DA10001	30x_Q5_DA10016	0.681699
20x_PL_DA10016	30x_Q5_DA10016	0.265878
20x_PL_DA10029	30x_Q5_DA10016	0.569263
20x_PL_DA10040	30x_Q5_DA10016	0.708446
20x_Q5_DA10001	30x_Q5_DA10016	0.678158
20x_Q5_DA10016	30x_Q5_DA10016	0.243496
20x_Q5_DA10029	30x_Q5_DA10016	0.562973
20x_Q5_DA10040	30x_Q5_DA10016	0.709353
25x_ACC_DA10001	30x_Q5_DA10016	0.661215
25x_ACC_DA10016	30x_Q5_DA10016	0.257717
25x_ACC_DA10029	30x_Q5_DA10016	0.541734
25x_ACC_DA10040	30x_Q5_DA10016	0.699127
25x_K_DA10001	30x_Q5_DA10016	0.669383
25x_K_DA10016	30x_Q5_DA10016	0.278167
25x_K_DA10029	30x_Q5_DA10016	0.576455
25x_K_DA10040	30x_Q5_DA10016	0.696841
25x_PHU_DA10001	30x_Q5_DA10016	0.649443
25x_PHU_DA10016	30x_Q5_DA10016	0.234301
25x_PHU_DA10029	30x_Q5_DA10016	0.543776
25x_PHU_DA10040	30x_Q5_DA10016	0.695576
25x_PL_DA10001	30x_Q5_DA10016	0.65338
25x_PL_DA10016	30x_Q5_DA10016	0.245913
25x_PL_DA10029	30x_Q5_DA10016	0.558826
25x_PL_DA10040	30x_Q5_DA10016	0.698992
25x_Q5_DA10001	30x_Q5_DA10016	0.65157
25x_Q5_DA10016	30x_Q5_DA10016	0.171568
25x_Q5_DA10029	30x_Q5_DA10016	0.547227
25x_Q5_DA10040	30x_Q5_DA10016	0.694999
30x_ACC_DA10001	30x_Q5_DA10016	0.642478
30x_ACC_DA10016	30x_Q5_DA10016	0.200522
30x_ACC_DA10029	30x_Q5_DA10016	0.590877
30x_ACC_DA10040	30x_Q5_DA10016	0.691788
30x_K_DA10001	30x_Q5_DA10016	0.654109
30x_K_DA10016	30x_Q5_DA10016	0.252709
30x_K_DA10029	30x_Q5_DA10016	0.549989
30x_K_DA10040	30x_Q5_DA10016	0.685074
30x_PHU_DA10001	30x_Q5_DA10016	0.609504
30x_PHU_DA10016	30x_Q5_DA10016	0.16434000000000001
30x_PHU_DA10029	30x_Q5_DA10016	0.531076
30x_PHU_DA10040	30x_Q5_DA10016	0.678336
30x_PL_DA10001	30x_Q5_DA10016	0.621422
30x_PL_DA10016	30x_Q5_DA10016	0.154685
30x_PL_DA10029	30x_Q5_DA10016	0.556866
30x_PL_DA10040	30x_Q5_DA10016	0.701388
30x_Q5_DA10001	30x_Q5_DA10016	0.631672
20x_ACC_DA10040	30x_Q5_DA10029	0.442682
20x_K_DA10001	30x_Q5_DA10029	0.486048
20x_K_DA10040	30x_Q5_DA10029	0.415895
20x_PHU_DA10001	30x_Q5_DA10029	0.50079
20x_PHU_DA10016	30x_Q5_DA10029	0.515335
20x_PHU_DA10029	30x_Q5_DA10029	0.206154
20x_PHU_DA10040	30x_Q5_DA10029	0.466702
20x_PL_DA10001	30x_Q5_DA10029	0.500121
20x_PL_DA10016	30x_Q5_DA10029	0.526061
20x_PL_DA10029	30x_Q5_DA10029	0.182246
20x_PL_DA10040	30x_Q5_DA10029	0.465744
20x_Q5_DA10001	30x_Q5_DA10029	0.505169
20x_Q5_DA10016	30x_Q5_DA10029	0.515255
20x_Q5_DA10029	30x_Q5_DA10029	0.175121
20x_Q5_DA10040	30x_Q5_DA10029	0.461675
25x_ACC_DA10001	30x_Q5_DA10029	0.473257
25x_ACC_DA10016	30x_Q5_DA10029	0.54938
25x_ACC_DA10029	30x_Q5_DA10029	0.173563
25x_ACC_DA10040	30x_Q5_DA10029	0.433613
25x_K_DA10001	30x_Q5_DA10029	0.495202
25x_K_DA10016	30x_Q5_DA10029	0.547572
25x_K_DA10029	30x_Q5_DA10029	0.199031
25x_K_DA10040	30x_Q5_DA10029	0.418464
25x_PHU_DA10001	30x_Q5_DA10029	0.490163
25x_PHU_DA10016	30x_Q5_DA10029	0.541001
25x_PHU_DA10029	30x_Q5_DA10029	0.174135
25x_PHU_DA10040	30x_Q5_DA10029	0.457901
25x_PL_DA10001	30x_Q5_DA10029	0.485631
25x_PL_DA10016	30x_Q5_DA10029	0.543155
25x_PL_DA10029	30x_Q5_DA10029	0.202776
25x_PL_DA10040	30x_Q5_DA10029	0.46854
25x_Q5_DA10001	30x_Q5_DA10029	0.488706
25x_Q5_DA10016	30x_Q5_DA10029	0.54186
25x_Q5_DA10029	30x_Q5_DA10029	0.153833
25x_Q5_DA10040	30x_Q5_DA10029	0.453051
30x_ACC_DA10001	30x_Q5_DA10029	0.480515
30x_ACC_DA10016	30x_Q5_DA10029	0.541311
30x_ACC_DA10029	30x_Q5_DA10029	0.249307
30x_ACC_DA10040	30x_Q5_DA10029	0.419525
30x_K_DA10001	30x_Q5_DA10029	0.491834
30x_K_DA10016	30x_Q5_DA10029	0.548521
30x_K_DA10029	30x_Q5_DA10029	0.168061
30x_K_DA10040	30x_Q5_DA10029	0.412941
30x_PHU_DA10001	30x_Q5_DA10029	0.534303
30x_PHU_DA10016	30x_Q5_DA10029	0.587774
30x_PHU_DA10029	30x_Q5_DA10029	0.172954
30x_PHU_DA10040	30x_Q5_DA10029	0.428756
30x_PL_DA10001	30x_Q5_DA10029	0.530229
30x_PL_DA10016	30x_Q5_DA10029	0.572059
30x_PL_DA10029	30x_Q5_DA10029	0.147468
30x_PL_DA10040	30x_Q5_DA10029	0.424569
30x_Q5_DA10001	30x_Q5_DA10029	0.523984
30x_Q5_DA10016	30x_Q5_DA10029	0.545166
20x_ACC_DA10040	30x_Q5_DA10040	0.295075
20x_K_DA10001	30x_Q5_DA10040	0.528713
20x_K_DA10040	30x_Q5_DA10040	0.261469
20x_PHU_DA10001	30x_Q5_DA10040	0.50779
20x_PHU_DA10016	30x_Q5_DA10040	0.714417
20x_PHU_DA10029	30x_Q5_DA10040	0.479873
20x_PHU_DA10040	30x_Q5_DA10040	0.310186
20x_PL_DA10001	30x_Q5_DA10040	0.522676
20x_PL_DA10016	30x_Q5_DA10040	0.720457
20x_PL_DA10029	30x_Q5_DA10040	0.482756
20x_PL_DA10040	30x_Q5_DA10040	0.307064
20x_Q5_DA10001	30x_Q5_DA10040	0.503827
20x_Q5_DA10016	30x_Q5_DA10040	0.715964
20x_Q5_DA10029	30x_Q5_DA10040	0.472537
20x_Q5_DA10040	30x_Q5_DA10040	0.290267
25x_ACC_DA10001	30x_Q5_DA10040	0.497735
25x_ACC_DA10016	30x_Q5_DA10040	0.723713
25x_ACC_DA10029	30x_Q5_DA10040	0.444888
25x_ACC_DA10040	30x_Q5_DA10040	0.261165
25x_K_DA10001	30x_Q5_DA10040	0.518382
25x_K_DA10016	30x_Q5_DA10040	0.712798
25x_K_DA10029	30x_Q5_DA10040	0.462661
25x_K_DA10040	30x_Q5_DA10040	0.241254
25x_PHU_DA10001	30x_Q5_DA10040	0.496414
25x_PHU_DA10016	30x_Q5_DA10040	0.714717
25x_PHU_DA10029	30x_Q5_DA10040	0.469547
25x_PHU_DA10040	30x_Q5_DA10040	0.268503
25x_PL_DA10001	30x_Q5_DA10040	0.47783
25x_PL_DA10016	30x_Q5_DA10040	0.723044
25x_PL_DA10029	30x_Q5_DA10040	0.483377
25x_PL_DA10040	30x_Q5_DA10040	0.276715
25x_Q5_DA10001	30x_Q5_DA10040	0.46008
25x_Q5_DA10016	30x_Q5_DA10040	0.690952
25x_Q5_DA10029	30x_Q5_DA10040	0.430564
25x_Q5_DA10040	30x_Q5_DA10040	0.220107
30x_ACC_DA10001	30x_Q5_DA10040	0.470997
30x_ACC_DA10016	30x_Q5_DA10040	0.708633
30x_ACC_DA10029	30x_Q5_DA10040	0.450107
30x_ACC_DA10040	30x_Q5_DA10040	0.211672
30x_K_DA10001	30x_Q5_DA10040	0.503328
30x_K_DA10016	30x_Q5_DA10040	0.727059
30x_K_DA10029	30x_Q5_DA10040	0.470833
30x_K_DA10040	30x_Q5_DA10040	0.25689
30x_PHU_DA10001	30x_Q5_DA10040	0.500556
30x_PHU_DA10016	30x_Q5_DA10040	0.702139
30x_PHU_DA10029	30x_Q5_DA10040	0.468858
30x_PHU_DA10040	30x_Q5_DA10040	0.183419
30x_PL_DA10001	30x_Q5_DA10040	0.47814
30x_PL_DA10016	30x_Q5_DA10040	0.70959
30x_PL_DA10029	30x_Q5_DA10040	0.411837
30x_PL_DA10040	30x_Q5_DA10040	0.175881
30x_Q5_DA10001	30x_Q5_DA10040	0.468637
30x_Q5_DA10016	30x_Q5_DA10040	0.697552
30x_Q5_DA10029	30x_Q5_DA10040	0.418545
20x_ACC_DA10040	35x_ACC_DA10001	0.361818
20x_K_DA10001	35x_ACC_DA10001	0.239673
20x_K_DA10040	35x_ACC_DA10001	0.352852
20x_PHU_DA10001	35x_ACC_DA10001	0.22961
20x_PHU_DA10016	35x_ACC_DA10001	0.61295
20x_PHU_DA10029	35x_ACC_DA10001	0.464885
20x_PHU_DA10040	35x_ACC_DA10001	0.408991
20x_PL_DA10001	35x_ACC_DA10001	0.244438
20x_PL_DA10016	35x_ACC_DA10001	0.606013
20x_PL_DA10029	35x_ACC_DA10001	0.469914
20x_PL_DA10040	35x_ACC_DA10001	0.395009
20x_Q5_DA10001	35x_ACC_DA10001	0.230825
20x_Q5_DA10016	35x_ACC_DA10001	0.600001
20x_Q5_DA10029	35x_ACC_DA10001	0.482792
20x_Q5_DA10040	35x_ACC_DA10001	0.413583
25x_ACC_DA10001	35x_ACC_DA10001	0.216805
25x_ACC_DA10016	35x_ACC_DA10001	0.60666
25x_ACC_DA10029	35x_ACC_DA10001	0.46819
25x_ACC_DA10040	35x_ACC_DA10001	0.370676
