rows	columns	distances
20x_PHU_DA10040	25x_Q5_DA10016	0.690894
20x_PL_DA10001	25x_Q5_DA10016	0.658249
20x_PL_DA10016	25x_Q5_DA10016	0.196939
20x_PL_DA10029	25x_Q5_DA10016	0.564163
20x_PL_DA10040	25x_Q5_DA10016	0.688985
20x_Q5_DA10001	25x_Q5_DA10016	0.655751
20x_Q5_DA10016	25x_Q5_DA10016	0.176761
20x_Q5_DA10029	25x_Q5_DA10016	0.55985
20x_Q5_DA10040	25x_Q5_DA10016	0.689385
25x_ACC_DA10001	25x_Q5_DA10016	0.632444
25x_ACC_DA10016	25x_Q5_DA10016	0.18301
25x_ACC_DA10029	25x_Q5_DA10016	0.520884
25x_ACC_DA10040	25x_Q5_DA10016	0.681643
25x_K_DA10001	25x_Q5_DA10016	0.646092
25x_K_DA10016	25x_Q5_DA10016	0.238691
25x_K_DA10029	25x_Q5_DA10016	0.562504
25x_K_DA10040	25x_Q5_DA10016	0.679539
25x_PHU_DA10001	25x_Q5_DA10016	0.625468
25x_PHU_DA10016	25x_Q5_DA10016	0.165958
25x_PHU_DA10029	25x_Q5_DA10016	0.535086
25x_PHU_DA10040	25x_Q5_DA10016	0.678023
25x_PL_DA10001	25x_Q5_DA10016	0.630274
25x_PL_DA10016	25x_Q5_DA10016	0.185148
25x_PL_DA10029	25x_Q5_DA10016	0.544887
25x_PL_DA10040	25x_Q5_DA10016	0.680295
25x_Q5_DA10001	25x_Q5_DA10016	0.634708
20x_ACC_DA10040	25x_Q5_DA10029	0.405863
20x_K_DA10001	25x_Q5_DA10029	0.45933
20x_K_DA10040	25x_Q5_DA10029	0.384361
20x_PHU_DA10001	25x_Q5_DA10029	0.463459
20x_PHU_DA10016	25x_Q5_DA10029	0.499568
20x_PHU_DA10029	25x_Q5_DA10029	0.163174
20x_PHU_DA10040	25x_Q5_DA10029	0.427599
20x_PL_DA10001	25x_Q5_DA10029	0.4696
20x_PL_DA10016	25x_Q5_DA10029	0.506832
20x_PL_DA10029	25x_Q5_DA10029	0.163652
20x_PL_DA10040	25x_Q5_DA10029	0.428247
20x_Q5_DA10001	25x_Q5_DA10029	0.467386
20x_Q5_DA10016	25x_Q5_DA10029	0.497443
20x_Q5_DA10029	25x_Q5_DA10029	0.162347
20x_Q5_DA10040	25x_Q5_DA10029	0.422225
25x_ACC_DA10001	25x_Q5_DA10029	0.437356
25x_ACC_DA10016	25x_Q5_DA10029	0.53316
25x_ACC_DA10029	25x_Q5_DA10029	0.163834
25x_ACC_DA10040	25x_Q5_DA10029	0.396586
25x_K_DA10001	25x_Q5_DA10029	0.46869
25x_K_DA10016	25x_Q5_DA10029	0.529702
25x_K_DA10029	25x_Q5_DA10029	0.187766
25x_K_DA10040	25x_Q5_DA10029	0.402064
25x_PHU_DA10001	25x_Q5_DA10029	0.455448
25x_PHU_DA10016	25x_Q5_DA10029	0.526713
25x_PHU_DA10029	25x_Q5_DA10029	0.154349
25x_PHU_DA10040	25x_Q5_DA10029	0.420991
25x_PL_DA10001	25x_Q5_DA10029	0.451329
25x_PL_DA10016	25x_Q5_DA10029	0.525467
25x_PL_DA10029	25x_Q5_DA10029	0.158192
25x_PL_DA10040	25x_Q5_DA10029	0.431131
25x_Q5_DA10001	25x_Q5_DA10029	0.460568
25x_Q5_DA10016	25x_Q5_DA10029	0.539484
20x_ACC_DA10040	25x_Q5_DA10040	0.237984
20x_K_DA10001	25x_Q5_DA10040	0.469994
20x_K_DA10040	25x_Q5_DA10040	0.221358
20x_PHU_DA10001	25x_Q5_DA10040	0.439623
20x_PHU_DA10016	25x_Q5_DA10040	0.697689
20x_PHU_DA10029	25x_Q5_DA10040	0.447902
20x_PHU_DA10040	25x_Q5_DA10040	0.21954
20x_PL_DA10001	25x_Q5_DA10040	0.46481
20x_PL_DA10016	25x_Q5_DA10040	0.703592
20x_PL_DA10029	25x_Q5_DA10040	0.449815
20x_PL_DA10040	25x_Q5_DA10040	0.227132
20x_Q5_DA10001	25x_Q5_DA10040	0.441589
20x_Q5_DA10016	25x_Q5_DA10040	0.699474
20x_Q5_DA10029	25x_Q5_DA10040	0.443192
20x_Q5_DA10040	25x_Q5_DA10040	0.200248
25x_ACC_DA10001	25x_Q5_DA10040	0.439901
25x_ACC_DA10016	25x_Q5_DA10040	0.708796
25x_ACC_DA10029	25x_Q5_DA10040	0.465872
25x_ACC_DA10040	25x_Q5_DA10040	0.201046
25x_K_DA10001	25x_Q5_DA10040	0.468709
25x_K_DA10016	25x_Q5_DA10040	0.697575
25x_K_DA10029	25x_Q5_DA10040	0.49141
25x_K_DA10040	25x_Q5_DA10040	0.212797
25x_PHU_DA10001	25x_Q5_DA10040	0.433466
25x_PHU_DA10016	25x_Q5_DA10040	0.699945
25x_PHU_DA10029	25x_Q5_DA10040	0.443985
25x_PHU_DA10040	25x_Q5_DA10040	0.180708
25x_PL_DA10001	25x_Q5_DA10040	0.416203
25x_PL_DA10016	25x_Q5_DA10040	0.705689
25x_PL_DA10029	25x_Q5_DA10040	0.445526
25x_PL_DA10040	25x_Q5_DA10040	0.190605
25x_Q5_DA10001	25x_Q5_DA10040	0.41704
25x_Q5_DA10016	25x_Q5_DA10040	0.68091
25x_Q5_DA10029	25x_Q5_DA10040	0.426238
20x_ACC_DA10040	30x_ACC_DA10001	0.366612
20x_K_DA10001	30x_ACC_DA10001	0.219352
20x_K_DA10040	30x_ACC_DA10001	0.359885
20x_PHU_DA10001	30x_ACC_DA10001	0.210529
20x_PHU_DA10016	30x_ACC_DA10001	0.619013
20x_PHU_DA10029	30x_ACC_DA10001	0.461547
20x_PHU_DA10040	30x_ACC_DA10001	0.41061
20x_PL_DA10001	30x_ACC_DA10001	0.225307
20x_PL_DA10016	30x_ACC_DA10001	0.608405
20x_PL_DA10029	30x_ACC_DA10001	0.469795
20x_PL_DA10040	30x_ACC_DA10001	0.396446
20x_Q5_DA10001	30x_ACC_DA10001	0.21592
20x_Q5_DA10016	30x_ACC_DA10001	0.604506
20x_Q5_DA10029	30x_ACC_DA10001	0.481338
20x_Q5_DA10040	30x_ACC_DA10001	0.418985
25x_ACC_DA10001	30x_ACC_DA10001	0.199757
25x_ACC_DA10016	30x_ACC_DA10001	0.611761
25x_ACC_DA10029	30x_ACC_DA10001	0.468692
25x_ACC_DA10040	30x_ACC_DA10001	0.37683
25x_K_DA10001	30x_ACC_DA10001	0.219072
25x_K_DA10016	30x_ACC_DA10001	0.602962
25x_K_DA10029	30x_ACC_DA10001	0.464479
25x_K_DA10040	30x_ACC_DA10001	0.392583
25x_PHU_DA10001	30x_ACC_DA10001	0.188938
25x_PHU_DA10016	30x_ACC_DA10001	0.607914
25x_PHU_DA10029	30x_ACC_DA10001	0.489766
25x_PHU_DA10040	30x_ACC_DA10001	0.410333
25x_PL_DA10001	30x_ACC_DA10001	0.18083
25x_PL_DA10016	30x_ACC_DA10001	0.606236
25x_PL_DA10029	30x_ACC_DA10001	0.466655
25x_PL_DA10040	30x_ACC_DA10001	0.392376
25x_Q5_DA10001	30x_ACC_DA10001	0.16475
25x_Q5_DA10016	30x_ACC_DA10001	0.624302
25x_Q5_DA10029	30x_ACC_DA10001	0.45468
25x_Q5_DA10040	30x_ACC_DA10001	0.438133
20x_ACC_DA10040	30x_ACC_DA10016	0.68604
20x_K_DA10001	30x_ACC_DA10016	0.606327
20x_K_DA10040	30x_ACC_DA10016	0.681323
20x_PHU_DA10001	30x_ACC_DA10016	0.625588
20x_PHU_DA10016	30x_ACC_DA10016	0.169806
20x_PHU_DA10029	30x_ACC_DA10016	0.528782
20x_PHU_DA10040	30x_ACC_DA10016	0.690984
20x_PL_DA10001	30x_ACC_DA10016	0.634933
20x_PL_DA10016	30x_ACC_DA10016	0.16854
20x_PL_DA10029	30x_ACC_DA10016	0.550772
20x_PL_DA10040	30x_ACC_DA10016	0.689486
20x_Q5_DA10001	30x_ACC_DA10016	0.636283
20x_Q5_DA10016	30x_ACC_DA10016	0.155496
20x_Q5_DA10029	30x_ACC_DA10016	0.54237899999999994
20x_Q5_DA10040	30x_ACC_DA10016	0.692764
25x_ACC_DA10001	30x_ACC_DA10016	0.606963
25x_ACC_DA10016	30x_ACC_DA10016	0.157624
25x_ACC_DA10029	30x_ACC_DA10016	0.502887
25x_ACC_DA10040	30x_ACC_DA10016	0.685859
25x_K_DA10001	30x_ACC_DA10016	0.623313
25x_K_DA10016	30x_ACC_DA10016	0.186188
25x_K_DA10029	30x_ACC_DA10016	0.539703
25x_K_DA10040	30x_ACC_DA10016	0.684062
25x_PHU_DA10001	30x_ACC_DA10016	0.603727
25x_PHU_DA10016	30x_ACC_DA10016	0.154316
25x_PHU_DA10029	30x_ACC_DA10016	0.519711
25x_PHU_DA10040	30x_ACC_DA10016	0.683123
25x_PL_DA10001	30x_ACC_DA10016	0.614522
25x_PL_DA10016	30x_ACC_DA10016	0.151922
25x_PL_DA10029	30x_ACC_DA10016	0.526108
25x_PL_DA10040	30x_ACC_DA10016	0.686394
25x_Q5_DA10001	30x_ACC_DA10016	0.627638
25x_Q5_DA10016	30x_ACC_DA10016	0.1598
25x_Q5_DA10029	30x_ACC_DA10016	0.531421
25x_Q5_DA10040	30x_ACC_DA10016	0.69462
30x_ACC_DA10001	30x_ACC_DA10016	0.607819
20x_ACC_DA10040	30x_ACC_DA10029	0.423687
20x_K_DA10001	30x_ACC_DA10029	0.429033
20x_K_DA10040	30x_ACC_DA10029	0.413752
20x_PHU_DA10001	30x_ACC_DA10029	0.430001
20x_PHU_DA10016	30x_ACC_DA10029	0.496804
20x_PHU_DA10029	30x_ACC_DA10029	0.213183
20x_PHU_DA10040	30x_ACC_DA10029	0.426667
20x_PL_DA10001	30x_ACC_DA10029	0.451062
20x_PL_DA10016	30x_ACC_DA10029	0.493284
20x_PL_DA10029	30x_ACC_DA10029	0.238742
20x_PL_DA10040	30x_ACC_DA10029	0.425889
20x_Q5_DA10001	30x_ACC_DA10029	0.442189
20x_Q5_DA10016	30x_ACC_DA10029	0.492962
20x_Q5_DA10029	30x_ACC_DA10029	0.228953
20x_Q5_DA10040	30x_ACC_DA10029	0.422017
25x_ACC_DA10001	30x_ACC_DA10029	0.40371
25x_ACC_DA10016	30x_ACC_DA10029	0.510479
25x_ACC_DA10029	30x_ACC_DA10029	0.196406
25x_ACC_DA10040	30x_ACC_DA10029	0.412756
25x_K_DA10001	30x_ACC_DA10029	0.442914
25x_K_DA10016	30x_ACC_DA10029	0.479932
25x_K_DA10029	30x_ACC_DA10029	0.232384
25x_K_DA10040	30x_ACC_DA10029	0.432205
25x_PHU_DA10001	30x_ACC_DA10029	0.434274
25x_PHU_DA10016	30x_ACC_DA10029	0.510881
25x_PHU_DA10029	30x_ACC_DA10029	0.193583
25x_PHU_DA10040	30x_ACC_DA10029	0.421615
25x_PL_DA10001	30x_ACC_DA10029	0.439017
25x_PL_DA10016	30x_ACC_DA10029	0.500216
25x_PL_DA10029	30x_ACC_DA10029	0.195843
25x_PL_DA10040	30x_ACC_DA10029	0.432165
25x_Q5_DA10001	30x_ACC_DA10029	0.472088
25x_Q5_DA10016	30x_ACC_DA10029	0.553945
25x_Q5_DA10029	30x_ACC_DA10029	0.20672
25x_Q5_DA10040	30x_ACC_DA10029	0.430393
30x_ACC_DA10001	30x_ACC_DA10029	0.465281
30x_ACC_DA10016	30x_ACC_DA10029	0.519969
20x_ACC_DA10040	30x_ACC_DA10040	0.208467
20x_K_DA10001	30x_ACC_DA10040	0.446071
20x_K_DA10040	30x_ACC_DA10040	0.187559
20x_PHU_DA10001	30x_ACC_DA10040	0.428788
20x_PHU_DA10016	30x_ACC_DA10040	0.68931
20x_PHU_DA10029	30x_ACC_DA10040	0.44918
20x_PHU_DA10040	30x_ACC_DA10040	0.232842
20x_PL_DA10001	30x_ACC_DA10040	0.446508
20x_PL_DA10016	30x_ACC_DA10040	0.692895
20x_PL_DA10029	30x_ACC_DA10040	0.44976
20x_PL_DA10040	30x_ACC_DA10040	0.229893
20x_Q5_DA10001	30x_ACC_DA10040	0.429465
20x_Q5_DA10016	30x_ACC_DA10040	0.689026
20x_Q5_DA10029	30x_ACC_DA10040	0.451063
20x_Q5_DA10040	30x_ACC_DA10040	0.224589
25x_ACC_DA10001	30x_ACC_DA10040	0.417323
25x_ACC_DA10016	30x_ACC_DA10040	0.699389
25x_ACC_DA10029	30x_ACC_DA10040	0.427373
25x_ACC_DA10040	30x_ACC_DA10040	0.185006
25x_K_DA10001	30x_ACC_DA10040	0.439123
25x_K_DA10016	30x_ACC_DA10040	0.687983
25x_K_DA10029	30x_ACC_DA10040	0.444767
25x_K_DA10040	30x_ACC_DA10040	0.172549
25x_PHU_DA10001	30x_ACC_DA10040	0.417727
25x_PHU_DA10016	30x_ACC_DA10040	0.691298
25x_PHU_DA10029	30x_ACC_DA10040	0.45904
25x_PHU_DA10040	30x_ACC_DA10040	0.20098
25x_PL_DA10001	30x_ACC_DA10040	0.404366
25x_PL_DA10016	30x_ACC_DA10040	0.696723
25x_PL_DA10029	30x_ACC_DA10040	0.452246
25x_PL_DA10040	30x_ACC_DA10040	0.203225
25x_Q5_DA10001	30x_ACC_DA10040	0.393404
25x_Q5_DA10016	30x_ACC_DA10040	0.677282
25x_Q5_DA10029	30x_ACC_DA10040	0.40829
25x_Q5_DA10040	30x_ACC_DA10040	0.198342
30x_ACC_DA10001	30x_ACC_DA10040	0.399872
30x_ACC_DA10016	30x_ACC_DA10040	0.687222
30x_ACC_DA10029	30x_ACC_DA10040	0.439802
20x_ACC_DA10040	30x_K_DA10001	0.373227
20x_K_DA10001	30x_K_DA10001	0.156549
20x_K_DA10040	30x_K_DA10001	0.37229
20x_PHU_DA10001	30x_K_DA10001	0.172787
20x_PHU_DA10016	30x_K_DA10001	0.605562
20x_PHU_DA10029	30x_K_DA10001	0.440699
20x_PHU_DA10040	30x_K_DA10001	0.403804
20x_PL_DA10001	30x_K_DA10001	0.172747
20x_PL_DA10016	30x_K_DA10001	0.597085
20x_PL_DA10029	30x_K_DA10001	0.455224
20x_PL_DA10040	30x_K_DA10001	0.374875
20x_Q5_DA10001	30x_K_DA10001	0.172724
20x_Q5_DA10016	30x_K_DA10001	0.595164
20x_Q5_DA10029	30x_K_DA10001	0.461316
20x_Q5_DA10040	30x_K_DA10001	0.417805
25x_ACC_DA10001	30x_K_DA10001	0.168875
25x_ACC_DA10016	30x_K_DA10001	0.605843
25x_ACC_DA10029	30x_K_DA10001	0.465387
25x_ACC_DA10040	30x_K_DA10001	0.394754
25x_K_DA10001	30x_K_DA10001	0.153274
25x_K_DA10016	30x_K_DA10001	0.589229
25x_K_DA10029	30x_K_DA10001	0.455382
25x_K_DA10040	30x_K_DA10001	0.41292
25x_PHU_DA10001	30x_K_DA10001	0.170053
25x_PHU_DA10016	30x_K_DA10001	0.603119
25x_PHU_DA10029	30x_K_DA10001	0.473238
25x_PHU_DA10040	30x_K_DA10001	0.411644
25x_PL_DA10001	30x_K_DA10001	0.163893
25x_PL_DA10016	30x_K_DA10001	0.597884
25x_PL_DA10029	30x_K_DA10001	0.445232
25x_PL_DA10040	30x_K_DA10001	0.396923
25x_Q5_DA10001	30x_K_DA10001	0.186323
25x_Q5_DA10016	30x_K_DA10001	0.630274
25x_Q5_DA10029	30x_K_DA10001	0.462426
25x_Q5_DA10040	30x_K_DA10001	0.45066
30x_ACC_DA10001	30x_K_DA10001	0.192604
30x_ACC_DA10016	30x_K_DA10001	0.609295
30x_ACC_DA10029	30x_K_DA10001	0.44106
30x_ACC_DA10040	30x_K_DA10001	0.426641
20x_ACC_DA10040	30x_K_DA10016	0.691409
20x_K_DA10001	30x_K_DA10016	0.588469
20x_K_DA10040	30x_K_DA10016	0.683428
20x_PHU_DA10001	30x_K_DA10016	0.6148
20x_PHU_DA10016	30x_K_DA10016	0.193955
20x_PHU_DA10029	30x_K_DA10016	0.520765
20x_PHU_DA10040	30x_K_DA10016	0.695076
20x_PL_DA10001	30x_K_DA10016	0.627054
20x_PL_DA10016	30x_K_DA10016	0.183661
20x_PL_DA10029	30x_K_DA10016	0.542684
20x_PL_DA10040	30x_K_DA10016	0.692685
20x_Q5_DA10001	30x_K_DA10016	0.632196
20x_Q5_DA10016	30x_K_DA10016	0.174399
20x_Q5_DA10029	30x_K_DA10016	0.536062
20x_Q5_DA10040	30x_K_DA10016	0.699456
25x_ACC_DA10001	30x_K_DA10016	0.593621
25x_ACC_DA10016	30x_K_DA10016	0.176971
25x_ACC_DA10029	30x_K_DA10016	0.494856
25x_ACC_DA10040	30x_K_DA10016	0.693449
25x_K_DA10001	30x_K_DA10016	0.611861
25x_K_DA10016	30x_K_DA10016	0.16378
25x_K_DA10029	30x_K_DA10016	0.525982
25x_K_DA10040	30x_K_DA10016	0.69154
25x_PHU_DA10001	30x_K_DA10016	0.59716
25x_PHU_DA10016	30x_K_DA10016	0.180868
25x_PHU_DA10029	30x_K_DA10016	0.515509
25x_PHU_DA10040	30x_K_DA10016	0.691666
25x_PL_DA10001	30x_K_DA10016	0.610459
25x_PL_DA10016	30x_K_DA10016	0.173027
25x_PL_DA10029	30x_K_DA10016	0.518499
25x_PL_DA10040	30x_K_DA10016	0.694831
25x_Q5_DA10001	30x_K_DA10016	0.633254
25x_Q5_DA10016	30x_K_DA10016	0.222386
25x_Q5_DA10029	30x_K_DA10016	0.532836
25x_Q5_DA10040	30x_K_DA10016	0.712649
30x_ACC_DA10001	30x_K_DA10016	0.608896
30x_ACC_DA10016	30x_K_DA10016	0.173858
30x_ACC_DA10029	30x_K_DA10016	0.508957
30x_ACC_DA10040	30x_K_DA10016	0.703469
30x_K_DA10001	30x_K_DA10016	0.598433
20x_ACC_DA10040	30x_K_DA10029	0.44792
20x_K_DA10001	30x_K_DA10029	0.442708
20x_K_DA10040	30x_K_DA10029	0.43002
20x_PHU_DA10001	30x_K_DA10029	0.473563
20x_PHU_DA10016	30x_K_DA10029	0.487069
20x_PHU_DA10029	30x_K_DA10029	0.174155
20x_PHU_DA10040	30x_K_DA10029	0.486388
20x_PL_DA10001	30x_K_DA10029	0.469456
20x_PL_DA10016	30x_K_DA10029	0.488449
20x_PL_DA10029	30x_K_DA10029	0.170546
20x_PL_DA10040	30x_K_DA10029	0.480934
20x_Q5_DA10001	30x_K_DA10029	0.480541
20x_Q5_DA10016	30x_K_DA10029	0.481389
20x_Q5_DA10029	30x_K_DA10029	0.168795
20x_Q5_DA10040	30x_K_DA10029	0.491358
25x_ACC_DA10001	30x_K_DA10029	0.441238
25x_ACC_DA10016	30x_K_DA10029	0.521937
25x_ACC_DA10029	30x_K_DA10029	0.15009
25x_ACC_DA10040	30x_K_DA10029	0.455403
25x_K_DA10001	30x_K_DA10029	0.458001
25x_K_DA10016	30x_K_DA10029	0.501207
25x_K_DA10029	30x_K_DA10029	0.145672
25x_K_DA10040	30x_K_DA10029	0.433811
25x_PHU_DA10001	30x_K_DA10029	0.466054
25x_PHU_DA10016	30x_K_DA10029	0.518706
25x_PHU_DA10029	30x_K_DA10029	0.185134
25x_PHU_DA10040	30x_K_DA10029	0.48263
25x_PL_DA10001	30x_K_DA10029	0.465219
25x_PL_DA10016	30x_K_DA10029	0.50753
25x_PL_DA10029	30x_K_DA10029	0.177759
25x_PL_DA10040	30x_K_DA10029	0.48083
25x_Q5_DA10001	30x_K_DA10029	0.487369
25x_Q5_DA10016	30x_K_DA10029	0.543695
25x_Q5_DA10029	30x_K_DA10029	0.172429
25x_Q5_DA10040	30x_K_DA10029	0.495008
30x_ACC_DA10001	30x_K_DA10029	0.466232
30x_ACC_DA10016	30x_K_DA10029	0.525087
30x_ACC_DA10029	30x_K_DA10029	0.239462
30x_ACC_DA10040	30x_K_DA10029	0.4445
30x_K_DA10001	30x_K_DA10029	0.461374
30x_K_DA10016	30x_K_DA10029	0.511175
20x_ACC_DA10040	30x_K_DA10040	0.190811
20x_K_DA10001	30x_K_DA10040	0.406135
20x_K_DA10040	30x_K_DA10040	0.16762
20x_PHU_DA10001	30x_K_DA10040	0.400873
20x_PHU_DA10016	30x_K_DA10040	0.664917
20x_PHU_DA10029	30x_K_DA10040	0.435076
20x_PHU_DA10040	30x_K_DA10040	0.216792
20x_PL_DA10001	30x_K_DA10040	0.410882
20x_PL_DA10016	30x_K_DA10040	0.667293
20x_PL_DA10029	30x_K_DA10040	0.433061
20x_PL_DA10040	30x_K_DA10040	0.209868
20x_Q5_DA10001	30x_K_DA10040	0.407653
20x_Q5_DA10016	30x_K_DA10040	0.665841
20x_Q5_DA10029	30x_K_DA10040	0.435234
20x_Q5_DA10040	30x_K_DA10040	0.216379
25x_ACC_DA10001	30x_K_DA10040	0.385433
25x_ACC_DA10016	30x_K_DA10040	0.676215
25x_ACC_DA10029	30x_K_DA10040	0.41635
25x_ACC_DA10040	30x_K_DA10040	0.179739
25x_K_DA10001	30x_K_DA10040	0.39948
25x_K_DA10016	30x_K_DA10040	0.662775
25x_K_DA10029	30x_K_DA10040	0.425617
25x_K_DA10040	30x_K_DA10040	0.160568
25x_PHU_DA10001	30x_K_DA10040	0.392337
25x_PHU_DA10016	30x_K_DA10040	0.670803
25x_PHU_DA10029	30x_K_DA10040	0.453622
25x_PHU_DA10040	30x_K_DA10040	0.195669
25x_PL_DA10001	30x_K_DA10040	0.380375
25x_PL_DA10016	30x_K_DA10040	0.673167
25x_PL_DA10029	30x_K_DA10040	0.437926
25x_PL_DA10040	30x_K_DA10040	0.192944
25x_Q5_DA10001	30x_K_DA10040	0.37855
25x_Q5_DA10016	30x_K_DA10040	0.666311
25x_Q5_DA10029	30x_K_DA10040	0.400685
25x_Q5_DA10040	30x_K_DA10040	0.225146
30x_ACC_DA10001	30x_K_DA10040	0.377539
30x_ACC_DA10016	30x_K_DA10040	0.670443
30x_ACC_DA10029	30x_K_DA10040	0.434212
30x_ACC_DA10040	30x_K_DA10040	0.174943
30x_K_DA10001	30x_K_DA10040	0.392766
30x_K_DA10016	30x_K_DA10040	0.677575
30x_K_DA10029	30x_K_DA10040	0.423989
20x_ACC_DA10040	30x_PHU_DA10001	0.465743
20x_K_DA10001	30x_PHU_DA10001	0.355339
20x_K_DA10040	30x_PHU_DA10001	0.45144
20x_PHU_DA10001	30x_PHU_DA10001	0.339854
20x_PHU_DA10016	30x_PHU_DA10001	0.645625
20x_PHU_DA10029	30x_PHU_DA10001	0.526525
20x_PHU_DA10040	30x_PHU_DA10001	0.465304
20x_PL_DA10001	30x_PHU_DA10001	0.368286
20x_PL_DA10016	30x_PHU_DA10001	0.643843
20x_PL_DA10029	30x_PHU_DA10001	0.530418
20x_PL_DA10040	30x_PHU_DA10001	0.461327
20x_Q5_DA10001	30x_PHU_DA10001	0.347472
20x_Q5_DA10016	30x_PHU_DA10001	0.630441
20x_Q5_DA10029	30x_PHU_DA10001	0.532825
20x_Q5_DA10040	30x_PHU_DA10001	0.460688
25x_ACC_DA10001	30x_PHU_DA10001	0.357702
25x_ACC_DA10016	30x_PHU_DA10001	0.634021
25x_ACC_DA10029	30x_PHU_DA10001	0.555895
25x_ACC_DA10040	30x_PHU_DA10001	0.45079
25x_K_DA10001	30x_PHU_DA10001	0.36638
25x_K_DA10016	30x_PHU_DA10001	0.632903
25x_K_DA10029	30x_PHU_DA10001	0.559516
25x_K_DA10040	30x_PHU_DA10001	0.459226
25x_PHU_DA10001	30x_PHU_DA10001	0.314774
25x_PHU_DA10016	30x_PHU_DA10001	0.626065
25x_PHU_DA10029	30x_PHU_DA10001	0.541686
25x_PHU_DA10040	30x_PHU_DA10001	0.452835
25x_PL_DA10001	30x_PHU_DA10001	0.322663
25x_PL_DA10016	30x_PHU_DA10001	0.631212
25x_PL_DA10029	30x_PHU_DA10001	0.528012
25x_PL_DA10040	30x_PHU_DA10001	0.452366
25x_Q5_DA10001	30x_PHU_DA10001	0.282217
25x_Q5_DA10016	30x_PHU_DA10001	0.603878
25x_Q5_DA10029	30x_PHU_DA10001	0.527963
25x_Q5_DA10040	30x_PHU_DA10001	0.455633
30x_ACC_DA10001	30x_PHU_DA10001	0.277646
30x_ACC_DA10016	30x_PHU_DA10001	0.614039
30x_ACC_DA10029	30x_PHU_DA10001	0.538647
30x_ACC_DA10040	30x_PHU_DA10001	0.454316
30x_K_DA10001	30x_PHU_DA10001	0.330751
30x_K_DA10016	30x_PHU_DA10001	0.627657
30x_K_DA10029	30x_PHU_DA10001	0.545803
30x_K_DA10040	30x_PHU_DA10001	0.453323
20x_ACC_DA10040	30x_PHU_DA10016	0.719882
20x_K_DA10001	30x_PHU_DA10016	0.693629
20x_K_DA10040	30x_PHU_DA10016	0.716044
20x_PHU_DA10001	30x_PHU_DA10016	0.702663
20x_PHU_DA10016	30x_PHU_DA10016	0.298604
20x_PHU_DA10029	30x_PHU_DA10016	0.602297
20x_PHU_DA10040	30x_PHU_DA10016	0.723699
20x_PL_DA10001	30x_PHU_DA10016	0.71386
20x_PL_DA10016	30x_PHU_DA10016	0.302551
20x_PL_DA10029	30x_PHU_DA10016	0.615913
20x_PL_DA10040	30x_PHU_DA10016	0.722059
20x_Q5_DA10001	30x_PHU_DA10016	0.709372
20x_Q5_DA10016	30x_PHU_DA10016	0.279993
20x_Q5_DA10029	30x_PHU_DA10016	0.606006
20x_Q5_DA10040	30x_PHU_DA10016	0.719315
25x_ACC_DA10001	30x_PHU_DA10016	0.691866
25x_ACC_DA10016	30x_PHU_DA10016	0.291451
25x_ACC_DA10029	30x_PHU_DA10016	0.578619
25x_ACC_DA10040	30x_PHU_DA10016	0.711026
25x_K_DA10001	30x_PHU_DA10016	0.700808
25x_K_DA10016	30x_PHU_DA10016	0.305258
25x_K_DA10029	30x_PHU_DA10016	0.618075
25x_K_DA10040	30x_PHU_DA10016	0.709411
25x_PHU_DA10001	30x_PHU_DA10016	0.676663
25x_PHU_DA10016	30x_PHU_DA10016	0.269266
25x_PHU_DA10029	30x_PHU_DA10016	0.587926
25x_PHU_DA10040	30x_PHU_DA10016	0.708059
25x_PL_DA10001	30x_PHU_DA10016	0.680862
25x_PL_DA10016	30x_PHU_DA10016	0.280361
25x_PL_DA10029	30x_PHU_DA10016	0.5984
25x_PL_DA10040	30x_PHU_DA10016	0.711777
25x_Q5_DA10001	30x_PHU_DA10016	0.67772
25x_Q5_DA10016	30x_PHU_DA10016	0.202499
25x_Q5_DA10029	30x_PHU_DA10016	0.59055
25x_Q5_DA10040	30x_PHU_DA10016	0.700782
30x_ACC_DA10001	30x_PHU_DA10016	0.670887
30x_ACC_DA10016	30x_PHU_DA10016	0.228793
30x_ACC_DA10029	30x_PHU_DA10016	0.614738
30x_ACC_DA10040	30x_PHU_DA10016	0.700652
30x_K_DA10001	30x_PHU_DA10016	0.684131
30x_K_DA10016	30x_PHU_DA10016	0.271555
30x_K_DA10029	30x_PHU_DA10016	0.592286
30x_K_DA10040	30x_PHU_DA10016	0.699601
30x_PHU_DA10001	30x_PHU_DA10016	0.611428
20x_ACC_DA10040	30x_PHU_DA10029	0.463212
20x_K_DA10001	30x_PHU_DA10029	0.487094
20x_K_DA10040	30x_PHU_DA10029	0.444572
20x_PHU_DA10001	30x_PHU_DA10029	0.493867
20x_PHU_DA10016	30x_PHU_DA10029	0.508572
20x_PHU_DA10029	30x_PHU_DA10029	0.201939
20x_PHU_DA10040	30x_PHU_DA10029	0.455172
20x_PL_DA10001	30x_PHU_DA10029	0.49674
20x_PL_DA10016	30x_PHU_DA10029	0.520391
20x_PL_DA10029	30x_PHU_DA10029	0.197001
20x_PL_DA10040	30x_PHU_DA10029	0.45326
20x_Q5_DA10001	30x_PHU_DA10029	0.498746
20x_Q5_DA10016	30x_PHU_DA10029	0.509094
20x_Q5_DA10029	30x_PHU_DA10029	0.185625
20x_Q5_DA10040	30x_PHU_DA10029	0.447312
